Logistic_Probabilities,RF_Probabilities
"[9.60121307e-05 9.82298044e-05 9.02433337e-05 1.03507921e-04
 6.95564790e-05 9.30307481e-05 9.61509257e-05 8.79501312e-05
 3.93997349e-05 1.15689616e-04 2.64591811e-04 9.48018147e-05
 9.98293620e-01 1.02141558e-04 9.92694269e-05 1.10153212e-04
 6.39416396e-05 8.17101922e-05]","[0.   0.   0.01 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.98 0.
 0.   0.01 0.   0.  ]"
"[1.41572127e-04 1.80779649e-04 5.82367800e-05 5.30571743e-05
 4.56896885e-05 3.35905483e-04 1.82116653e-04 5.78773822e-05
 3.35101025e-05 1.44214339e-04 4.73084415e-06 1.82927260e-04
 9.98739214e-05 4.04215098e-05 2.56135785e-04 6.64052800e-05
 4.23097589e-05 9.98074236e-01]","[0.02 0.07 0.   0.   0.   0.09 0.02 0.   0.   0.   0.   0.   0.   0.
 0.03 0.   0.   0.77]"
"[9.76273935e-05 8.95779628e-05 1.32587552e-04 9.98273690e-01
 4.59441416e-05 9.34918925e-05 1.15990256e-04 9.77395458e-05
 4.11601578e-05 8.64939626e-05 4.15988034e-04 5.98040675e-05
 7.16717923e-05 1.27333009e-04 7.50686317e-05 7.13893135e-05
 5.98551384e-05 4.45874950e-05]","[0.   0.   0.   0.94 0.   0.   0.   0.03 0.   0.01 0.   0.   0.   0.
 0.   0.   0.02 0.  ]"
"[1.06556465e-04 9.08308121e-05 1.22323008e-04 9.98071258e-01
 8.55676266e-05 8.35715617e-05 9.43099838e-05 1.01565605e-04
 4.61971307e-05 1.02205554e-04 4.28654602e-04 7.79680268e-05
 1.15665332e-04 1.35700843e-04 8.81655128e-05 1.12739557e-04
 7.51244545e-05 6.15961686e-05]","[0.   0.   0.   0.99 0.   0.   0.   0.   0.   0.01 0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.33682962e-04 9.98284423e-01 1.04416786e-04 1.10225744e-04
 6.29070296e-05 1.26903526e-04 1.29975673e-04 8.10897691e-05
 4.12139410e-05 1.05127590e-04 1.17795189e-04 9.39208994e-05
 8.69271280e-05 7.63568140e-05 1.30647015e-04 9.87547384e-05
 7.74254512e-05 1.38206641e-04]","[0.   0.75 0.01 0.   0.   0.01 0.05 0.   0.   0.02 0.01 0.   0.   0.
 0.12 0.03 0.   0.  ]"
"[5.31843786e-05 5.94754998e-05 9.28279182e-05 9.86073684e-05
 9.95033691e-01 3.89649320e-05 7.09497866e-05 1.28042762e-04
 1.45893968e-04 8.03823841e-05 3.65823801e-03 4.69495746e-05
 6.63287238e-05 1.01318035e-04 4.12784899e-05 6.88975576e-05
 1.83268483e-04 3.17012008e-05]","[0.   0.   0.   0.   0.79 0.   0.   0.   0.   0.   0.21 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.30530572e-04 1.42514594e-04 9.97687125e-05 8.29256176e-05
 6.63152525e-05 1.29173093e-04 1.04274664e-04 8.33661901e-05
 4.19197106e-05 1.21390553e-04 1.62964250e-04 1.49706225e-04
 1.22565485e-04 9.00748026e-05 9.98154838e-01 1.17893232e-04
 8.19629492e-05 1.17816576e-04]","[0.01 0.06 0.01 0.01 0.   0.   0.02 0.02 0.   0.08 0.   0.   0.   0.
 0.77 0.01 0.   0.01]"
"[3.71207418e-05 4.05157253e-05 1.94529400e-05 4.34970332e-05
 5.75719623e-05 1.94896253e-05 5.90798083e-05 4.90333517e-05
 9.99307512e-01 3.86725442e-05 5.47076322e-05 4.09060810e-05
 1.97824178e-05 3.16677731e-05 4.33165149e-05 4.81051551e-05
 4.74161633e-05 4.21529329e-05]","[0.01 0.   0.   0.   0.   0.   0.   0.   0.98 0.01 0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.18388711e-04 1.45691386e-04 4.96364518e-05 8.84295495e-05
 5.28883452e-05 1.70370614e-04 1.08360385e-04 7.80107001e-05
 1.87925524e-05 1.66203474e-04 1.23050208e-05 9.98146795e-01
 9.48544833e-05 5.88502741e-05 1.93748997e-04 1.22320306e-04
 6.14118086e-05 3.12941905e-04]","[0.02 0.   0.   0.   0.   0.03 0.   0.   0.02 0.   0.   0.85 0.01 0.
 0.02 0.01 0.   0.04]"
"[1.07564739e-04 7.59063552e-05 9.89874114e-05 9.98565058e-01
 7.43906841e-05 8.79008063e-05 1.04742230e-04 9.12574104e-05
 4.12229713e-05 8.56597182e-05 4.75689841e-05 9.63757387e-05
 1.17875671e-04 7.50914945e-05 9.93604604e-05 1.21112249e-04
 5.37704043e-05 5.61548494e-05]","[0.01 0.   0.01 0.9  0.   0.01 0.   0.   0.   0.01 0.   0.01 0.01 0.
 0.02 0.02 0.   0.  ]"
"[1.50590625e-04 1.02636754e-04 5.07167956e-04 8.68036781e-05
 9.54948126e-05 1.16057108e-04 8.67738126e-05 9.97466001e-01
 3.36227302e-05 1.03373702e-04 3.48879253e-04 8.70745969e-05
 1.66677456e-04 1.97350621e-04 1.39114267e-04 1.06523079e-04
 1.03152277e-04 1.02706424e-04]","[0.03 0.01 0.06 0.01 0.   0.   0.01 0.75 0.   0.   0.01 0.04 0.01 0.03
 0.02 0.02 0.   0.  ]"
"[1.45681897e-04 1.69908582e-04 1.05131710e-04 1.09916119e-04
 7.60318819e-05 1.95912171e-04 1.40838554e-04 1.01085210e-04
 3.26729494e-05 1.05851280e-04 1.22786587e-04 1.99982466e-04
 1.53031130e-04 7.91813245e-05 9.97978672e-01 7.71662992e-05
 4.42302734e-05 1.61919400e-04]","[0.02 0.08 0.01 0.02 0.   0.04 0.04 0.04 0.01 0.04 0.   0.02 0.02 0.01
 0.62 0.02 0.   0.01]"
"[2.02218899e-04 1.35727455e-04 1.45242091e-04 1.31599966e-04
 1.12910741e-04 1.75908911e-04 1.54066550e-04 1.65530481e-04
 7.75663346e-05 9.97360184e-01 7.44331418e-05 2.30487890e-04
 1.44125253e-04 1.56303609e-04 2.39941548e-04 1.41065169e-04
 1.14336440e-04 2.38351621e-04]","[0.03 0.   0.   0.04 0.   0.02 0.01 0.   0.   0.77 0.   0.01 0.01 0.01
 0.08 0.01 0.   0.01]"
"[4.73240058e-05 5.03214719e-05 2.07152926e-05 3.38898745e-05
 6.79523687e-05 4.39993866e-05 4.06357735e-05 2.16297887e-05
 9.99197492e-01 6.37476326e-05 1.28167650e-04 5.34801992e-05
 3.65219773e-05 3.03795749e-05 3.77546941e-05 2.43241100e-05
 4.95496277e-05 5.21143375e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.   0.   0.   0.
 0.   0.   0.01 0.  ]"
"[9.91230842e-05 1.17473349e-04 6.25817635e-05 7.72915808e-05
 3.88037309e-05 1.77219621e-04 1.09257429e-04 7.51619539e-05
 3.71169153e-05 1.01501009e-04 2.75425209e-05 9.98391656e-01
 8.37772057e-05 6.41209861e-05 1.20951155e-04 1.10246029e-04
 4.69972530e-05 2.59177932e-04]","[0.   0.   0.   0.   0.   0.01 0.   0.   0.   0.01 0.   0.95 0.   0.
 0.01 0.   0.   0.02]"
"[4.38024447e-05 4.21927108e-05 5.85395034e-05 4.38663040e-05
 9.98730661e-01 2.32655778e-05 4.73388166e-05 3.22701504e-05
 9.71026875e-05 3.49406830e-05 5.65623491e-04 2.52734710e-05
 4.31529251e-05 6.39283856e-05 2.85357508e-05 4.20599820e-05
 5.64001449e-05 2.10461486e-05]","[0.   0.   0.   0.   0.96 0.   0.   0.   0.02 0.   0.01 0.   0.   0.01
 0.   0.   0.   0.  ]"
"[1.11629428e-04 1.48827395e-04 6.29124983e-05 8.83484379e-05
 5.06398606e-05 1.76539004e-04 1.20196819e-04 6.59865693e-05
 2.75163198e-05 1.48199396e-04 3.16335112e-05 9.98292521e-01
 1.00749078e-04 7.05894168e-05 1.50521426e-04 1.05210534e-04
 5.47368201e-05 1.93242864e-04]","[0.   0.   0.   0.   0.   0.03 0.   0.   0.   0.   0.   0.96 0.   0.
 0.01 0.   0.   0.  ]"
"[9.81404679e-05 7.96157596e-05 1.39752602e-04 1.20309989e-04
 5.84825902e-05 1.19066360e-04 1.00303290e-04 1.25496266e-04
 2.33496020e-05 1.47404063e-04 1.78248522e-04 1.18604579e-04
 1.02934711e-04 8.39705098e-05 9.98086029e-01 1.32217355e-04
 1.04433029e-04 1.81641737e-04]","[0.02 0.05 0.   0.05 0.   0.01 0.01 0.01 0.   0.06 0.   0.   0.   0.
 0.72 0.06 0.01 0.  ]"
"[4.28409245e-05 4.86171297e-05 2.37366135e-05 4.34273071e-05
 7.33931945e-05 3.57198376e-05 4.62421656e-05 3.53486705e-05
 9.99114915e-01 4.11563599e-05 1.87967578e-04 3.19027077e-05
 3.28061650e-05 4.52325913e-05 3.28203122e-05 4.95945968e-05
 8.31365382e-05 3.11423618e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.98 0.   0.01 0.   0.   0.
 0.   0.01 0.   0.  ]"
"[4.84075742e-05 5.89721206e-05 9.98315141e-01 9.69682503e-05
 4.56356521e-05 7.29506918e-05 1.01301293e-04 1.42398146e-04
 6.73650771e-05 1.08810791e-04 4.08586014e-04 7.21206084e-05
 9.39196599e-05 1.14981358e-04 5.58184015e-05 9.33464638e-05
 5.93086248e-05 4.39680807e-05]","[0.   0.   0.93 0.   0.   0.   0.01 0.01 0.   0.   0.01 0.   0.   0.02
 0.01 0.   0.01 0.  ]"
"[1.50770990e-04 1.26524394e-04 1.61275284e-04 9.97583300e-01
 1.19464730e-04 1.05323482e-04 1.19271145e-04 8.36728523e-05
 8.25472065e-05 1.31787838e-04 4.04742931e-04 1.29078870e-04
 1.80273091e-04 1.76631226e-04 1.42992915e-04 1.36285670e-04
 9.34554411e-05 7.26020521e-05]","[0.1  0.03 0.05 0.67 0.   0.01 0.   0.   0.01 0.   0.   0.01 0.09 0.
 0.01 0.   0.02 0.  ]"
"[5.68355591e-05 3.78030142e-05 8.22885672e-05 5.09400199e-05
 1.07563550e-04 2.83389947e-05 5.98220760e-05 4.35761276e-05
 9.98167175e-01 4.72755042e-05 9.91301134e-04 2.24430230e-05
 2.47661075e-05 7.35356032e-05 4.19519534e-05 6.17316217e-05
 8.41955256e-05 1.84562313e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.93 0.   0.05 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[3.49735748e-05 2.49925433e-05 2.98752505e-05 3.26036424e-05
 9.98797082e-01 1.67799678e-05 2.78971054e-05 2.63166867e-05
 5.66026445e-05 3.84198344e-05 5.51213713e-04 1.81599654e-05
 3.55868853e-05 1.96263886e-04 1.78106010e-05 1.85064689e-05
 6.11228182e-05 1.57925346e-05]","[0.   0.   0.   0.   0.85 0.   0.   0.   0.03 0.   0.11 0.   0.   0.01
 0.   0.   0.   0.  ]"
"[8.27244688e-04 1.59675352e-04 1.65142687e-04 1.40342437e-04
 1.15972128e-04 1.40268600e-04 1.42482486e-04 1.66958968e-04
 3.12024682e-05 1.44654558e-04 1.75922651e-04 9.96114718e-01
 1.71853172e-04 1.57078170e-04 7.41613450e-04 1.82752291e-04
 1.62262056e-04 2.59855745e-04]","[0.03 0.01 0.01 0.   0.   0.01 0.   0.01 0.   0.   0.   0.81 0.02 0.03
 0.03 0.02 0.   0.02]"
"[5.75182001e-05 6.40130229e-05 1.05370988e-04 1.17081571e-04
 1.59369542e-04 5.31069313e-05 4.20862176e-05 6.56071061e-05
 1.08391472e-04 4.93739821e-05 8.52827277e-04 7.01695083e-05
 6.28203362e-05 7.92374600e-05 3.90361380e-05 8.42583352e-05
 9.97943851e-01 4.58809548e-05]","[0.   0.   0.01 0.   0.   0.   0.   0.   0.05 0.   0.01 0.02 0.   0.04
 0.   0.   0.87 0.  ]"
"[1.11176677e-04 1.30718152e-04 7.92824732e-05 9.57113035e-05
 6.30740447e-05 1.50088004e-04 1.19182347e-04 8.09618616e-05
 3.57768090e-05 1.48430175e-04 9.58043339e-05 1.48258890e-04
 1.10880702e-04 8.91789625e-05 9.98222952e-01 1.04458669e-04
 6.40570049e-05 1.50007101e-04]","[0.   0.02 0.   0.   0.   0.01 0.   0.   0.   0.02 0.   0.   0.   0.01
 0.94 0.   0.   0.  ]"
"[3.60567105e-05 2.47994537e-05 4.98417008e-05 5.91611790e-05
 6.92512524e-05 2.53623770e-05 3.08027353e-05 4.30765967e-05
 9.98461521e-01 2.09009412e-05 8.98058352e-04 2.64384703e-05
 3.58832640e-05 5.41790182e-05 2.83378037e-05 3.82799305e-05
 7.86201450e-05 1.94295668e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.96 0.   0.04 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.71782813e-04 9.96547354e-01 1.27252324e-04 1.73941171e-04
 1.20018085e-04 2.69738090e-04 5.55890168e-04 1.64185087e-04
 3.48596126e-05 2.30898702e-04 8.41522826e-05 2.62410317e-04
 1.80837350e-04 1.63008485e-04 3.61400887e-04 1.11204777e-04
 1.01267931e-04 3.39798328e-04]","[0.04 0.61 0.01 0.01 0.   0.05 0.03 0.   0.   0.08 0.   0.03 0.03 0.02
 0.03 0.01 0.   0.05]"
"[6.82780067e-05 6.25289627e-05 9.98650834e-01 8.16534093e-05
 6.86176919e-05 6.40576261e-05 6.01711762e-05 8.73887834e-05
 3.08816378e-05 5.58585044e-05 3.09603603e-04 3.29290473e-05
 8.74575191e-05 1.01391940e-04 6.31143558e-05 9.60984808e-05
 4.98027324e-05 2.93324119e-05]","[0.   0.   0.9  0.   0.   0.   0.   0.02 0.   0.02 0.01 0.   0.   0.05
 0.   0.   0.   0.  ]"
"[1.43310783e-04 8.64547002e-05 9.32384763e-05 9.98103512e-01
 6.78675760e-05 6.22579362e-05 1.39999172e-04 1.41718881e-04
 5.85627025e-05 1.20610648e-04 2.81287992e-04 9.46594473e-05
 1.14924826e-04 1.05956447e-04 8.39381101e-05 1.23748492e-04
 5.24471386e-05 1.25504716e-04]","[0.05 0.   0.03 0.78 0.01 0.   0.   0.03 0.   0.   0.   0.01 0.04 0.
 0.   0.04 0.01 0.  ]"
"[4.92330538e-05 7.60294711e-05 7.49052722e-05 6.47883955e-05
 9.85058916e-05 8.74277727e-05 5.63602220e-05 6.29726779e-05
 9.98417794e-01 4.22659784e-05 4.63158220e-04 9.13161362e-05
 5.43250387e-05 4.14096116e-05 8.54113743e-05 6.46040833e-05
 1.18676890e-04 5.08163345e-05]","[0.   0.01 0.   0.   0.01 0.01 0.   0.   0.91 0.   0.06 0.   0.   0.
 0.   0.   0.   0.  ]"
"[4.58587328e-05 2.40879645e-05 5.94789682e-05 4.99776609e-05
 9.53656427e-05 2.58854309e-05 4.07808358e-05 4.64514563e-05
 9.99126228e-01 2.75564949e-05 1.82200314e-04 2.58780751e-05
 5.08585731e-05 4.42058837e-05 3.01472969e-05 4.52320651e-05
 6.67902395e-05 1.30167774e-05]","[0.   0.   0.   0.   0.04 0.   0.   0.   0.95 0.   0.01 0.   0.   0.
 0.   0.   0.   0.  ]"
"[7.82147546e-05 1.24140436e-04 3.99186121e-05 6.87248079e-05
 3.11618801e-05 1.41645071e-04 8.42582153e-05 4.41809608e-05
 3.71413688e-05 1.18771014e-04 7.25634749e-06 9.98655385e-01
 7.23093562e-05 4.56537864e-05 1.24445099e-04 8.66034049e-05
 3.66653410e-05 2.03524883e-04]","[0.   0.02 0.   0.   0.   0.01 0.02 0.01 0.01 0.04 0.   0.84 0.   0.
 0.01 0.   0.   0.04]"
"[1.22800234e-04 1.42588938e-04 1.12824851e-04 8.25391731e-05
 5.76730484e-05 1.77338669e-04 1.36357800e-04 1.16391386e-04
 4.10512807e-05 9.98065533e-01 1.26223422e-04 1.01164555e-04
 1.18181948e-04 9.28062727e-05 1.75435982e-04 6.46544523e-05
 6.68715543e-05 1.99563782e-04]","[0.01 0.04 0.01 0.01 0.   0.01 0.03 0.   0.   0.86 0.   0.   0.01 0.
 0.01 0.   0.   0.01]"
"[1.12396555e-04 6.95363715e-05 9.97716214e-01 1.31765221e-04
 1.26219457e-04 1.10744268e-04 1.10892555e-04 1.81297734e-04
 5.18795000e-05 6.91820498e-05 4.58092079e-04 1.37451825e-04
 8.75844371e-05 1.70644036e-04 1.26234052e-04 1.62064127e-04
 1.13110599e-04 6.46907955e-05]","[0.01 0.   0.8  0.01 0.   0.04 0.01 0.02 0.   0.01 0.   0.01 0.01 0.07
 0.   0.01 0.   0.  ]"
"[9.51312727e-05 9.56360363e-05 8.27306986e-05 9.32590277e-05
 5.83957796e-05 9.98728693e-05 1.01324456e-04 8.09095899e-05
 1.86708371e-05 1.09899639e-04 2.11861592e-03 1.06444985e-04
 9.96488409e-01 9.66859450e-05 1.05871999e-04 9.24784267e-05
 5.50040623e-05 1.00659628e-04]","[0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.   0.   0.   0.97 0.01
 0.   0.01 0.   0.  ]"
"[8.98337148e-05 1.21263809e-04 6.75241121e-05 7.72657107e-05
 4.18251000e-05 9.98314869e-01 8.78844124e-05 1.12580571e-04
 2.94965299e-05 9.71242105e-05 4.01258172e-05 1.91755477e-04
 1.30917619e-04 7.84580898e-05 1.38106135e-04 1.36247566e-04
 6.45192976e-05 1.80203325e-04]","[0.01 0.   0.   0.   0.   0.85 0.03 0.02 0.   0.   0.   0.06 0.   0.
 0.01 0.02 0.   0.  ]"
"[3.63932973e-04 5.47169021e-05 9.23129588e-05 7.31816525e-05
 1.52098212e-04 3.65112685e-05 5.49910091e-05 9.30743989e-05
 9.96978316e-01 5.99123569e-05 1.42115555e-03 5.52325884e-05
 7.90166378e-05 9.10846887e-05 6.45009298e-05 8.53137140e-05
 1.86039327e-04 5.86088304e-05]","[0.   0.   0.   0.   0.03 0.   0.   0.   0.93 0.   0.04 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.14924620e-04 1.67518113e-04 4.20738572e-05 9.24396852e-05
 5.96173158e-05 9.98375106e-01 1.33049588e-04 6.88462363e-05
 3.38355649e-05 1.30004504e-04 2.97801919e-05 1.31312117e-04
 7.55868616e-05 8.09861178e-05 1.12728010e-04 1.18324340e-04
 7.22581063e-05 1.61609168e-04]","[0.01 0.02 0.   0.   0.   0.91 0.   0.01 0.   0.01 0.   0.02 0.01 0.
 0.   0.01 0.   0.  ]"
"[1.06682861e-04 1.73582976e-04 1.02412191e-04 1.41746210e-04
 4.97194797e-05 9.97709165e-01 1.57914751e-04 1.57946161e-04
 3.80535525e-05 2.01203044e-04 2.52398453e-04 1.81979923e-04
 1.05435498e-04 1.11829144e-04 1.20522170e-04 1.17640652e-04
 1.03231437e-04 1.68536610e-04]","[0.02 0.06 0.   0.02 0.   0.73 0.01 0.01 0.   0.05 0.   0.03 0.01 0.
 0.04 0.   0.01 0.01]"
"[1.49862365e-04 1.25196913e-04 1.64223959e-04 1.48795401e-04
 1.07475691e-04 5.19006628e-04 1.49793523e-04 1.72377857e-04
 6.39398411e-05 9.97029928e-01 2.93550675e-04 1.58482977e-04
 1.48898617e-04 1.70768476e-04 1.26046207e-04 1.78276428e-04
 1.09778893e-04 1.83597916e-04]","[0.   0.02 0.   0.01 0.   0.   0.   0.   0.   0.92 0.   0.02 0.   0.02
 0.01 0.   0.   0.  ]"
"[1.15969851e-04 1.24292912e-04 9.93645123e-05 1.11340432e-04
 7.30141736e-05 1.29268800e-04 9.98110488e-01 9.05350515e-05
 4.20893872e-05 1.31426447e-04 1.86154275e-04 1.27834836e-04
 1.16736758e-04 1.10918863e-04 1.21706274e-04 1.20156131e-04
 7.03425056e-05 1.18360799e-04]","[0.02 0.   0.   0.   0.   0.   0.94 0.   0.   0.   0.   0.   0.   0.
 0.02 0.02 0.   0.  ]"
"[6.30621549e-05 1.43861308e-04 3.01036869e-05 5.69358238e-05
 2.34645008e-05 1.82561848e-04 1.06839569e-04 3.33122825e-05
 1.67246146e-05 1.28232870e-04 1.98240232e-06 2.11043930e-04
 5.18044989e-05 2.78720507e-05 1.57900189e-04 5.87180259e-05
 3.03270529e-05 9.98675253e-01]","[0.01 0.04 0.01 0.   0.   0.01 0.   0.   0.   0.01 0.   0.03 0.   0.
 0.03 0.   0.01 0.85]"
"[6.37471781e-05 2.96999776e-05 8.59030140e-05 4.82511870e-05
 9.98634548e-01 1.04378438e-04 4.69254968e-05 5.01175719e-05
 2.58398733e-04 2.98094691e-05 3.02541948e-04 2.39963586e-05
 4.41924206e-05 6.29793565e-05 2.54818932e-05 4.45438216e-05
 1.20801777e-04 2.36828809e-05]","[0.   0.   0.   0.   0.91 0.   0.   0.   0.01 0.   0.07 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[9.98367250e-01 1.29409990e-04 8.59536073e-05 1.14028841e-04
 6.05760311e-05 1.20286808e-04 9.02220975e-05 1.12700422e-04
 2.82116297e-05 9.10682870e-05 1.83561496e-04 7.66469236e-05
 9.21404823e-05 9.17927631e-05 1.07989640e-04 8.07897248e-05
 7.03504567e-05 9.70204319e-05]","[0.89 0.02 0.   0.03 0.   0.02 0.   0.   0.   0.01 0.   0.01 0.   0.
 0.01 0.01 0.   0.  ]"
"[5.34815147e-05 1.71382357e-04 1.26445406e-05 4.68778495e-05
 1.81359767e-05 1.59033709e-04 8.22155634e-05 2.91266857e-05
 8.14808486e-06 7.19256666e-05 1.45677176e-06 2.13582350e-04
 3.24901380e-05 2.02032968e-05 1.01778858e-04 5.66150881e-05
 2.01248359e-05 9.98900777e-01]","[0.02 0.02 0.01 0.02 0.   0.05 0.   0.   0.02 0.   0.   0.06 0.   0.
 0.   0.   0.   0.8 ]"
"[3.84039742e-05 1.40947865e-04 1.77481131e-05 3.19279912e-05
 1.56130178e-05 1.44454020e-04 6.36314732e-05 2.55011008e-05
 8.43412474e-06 1.01094701e-04 9.20710149e-07 1.68886427e-04
 3.24501496e-05 1.34898272e-05 6.81016098e-05 5.43810803e-05
 2.31151154e-05 9.99050899e-01]","[0.   0.01 0.01 0.01 0.   0.01 0.   0.02 0.   0.02 0.   0.05 0.   0.
 0.   0.01 0.   0.86]"
"[8.74247941e-05 5.63337934e-05 1.39454897e-04 9.38409824e-05
 6.97682370e-05 6.38121508e-05 7.43667195e-05 9.98253579e-01
 6.30096035e-05 5.52418132e-05 4.86768594e-04 5.41204944e-05
 8.92701225e-05 1.39903222e-04 5.37352792e-05 1.02369788e-04
 6.47291080e-05 5.22713335e-05]","[0.   0.   0.03 0.   0.   0.   0.02 0.89 0.   0.   0.02 0.   0.   0.02
 0.01 0.   0.01 0.  ]"
"[1.03119474e-04 8.09997028e-05 9.98120398e-01 1.16588562e-04
 9.01224952e-05 7.08950402e-05 9.17202867e-05 1.12367101e-04
 5.05001498e-05 9.92645717e-05 4.21722216e-04 6.43543857e-05
 1.17144371e-04 1.46591917e-04 7.89039924e-05 1.10778601e-04
 7.73733284e-05 4.71556066e-05]","[0.   0.   0.95 0.01 0.   0.   0.   0.02 0.   0.   0.   0.   0.   0.02
 0.   0.   0.   0.  ]"
"[1.48617285e-05 1.23020890e-05 1.80824078e-05 1.64799903e-05
 9.99701953e-01 5.05461100e-06 5.37705217e-05 1.91545608e-05
 1.48007450e-05 1.13405413e-05 3.52308637e-05 1.05953430e-05
 1.36191938e-05 2.00894593e-05 1.12382966e-05 1.46352820e-05
 2.28956314e-05 3.89583667e-06]","[0.   0.   0.02 0.   0.86 0.   0.   0.01 0.04 0.   0.07 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.14519686e-04 9.42106216e-05 1.29071747e-04 2.26783900e-04
 3.43103251e-04 9.94373134e-05 1.22062651e-04 2.00234754e-04
 1.27378597e-03 1.06124669e-04 9.96155070e-01 8.47627505e-05
 1.55103953e-04 2.05075658e-04 6.02719631e-05 1.30888100e-04
 4.34240431e-04 6.52530607e-05]","[0.   0.   0.   0.   0.03 0.   0.   0.   0.09 0.   0.82 0.   0.   0.
 0.   0.   0.06 0.  ]"
"[4.59914449e-05 5.78820361e-05 3.10004057e-05 4.18714295e-05
 5.62252250e-05 6.12127072e-05 5.01138254e-05 3.23049349e-05
 9.99063447e-01 6.13015749e-05 1.12153009e-04 6.87479912e-05
 4.61428261e-05 3.49036379e-05 6.11215327e-05 4.80852925e-05
 6.09684879e-05 6.65266508e-05]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1.44684364e-04 1.17344986e-04 1.58269636e-04 1.44871215e-04
 9.83661533e-05 9.65972032e-05 1.36695740e-04 1.13957570e-04
 3.90996325e-05 1.00096034e-04 2.92544903e-04 7.48023243e-05
 9.97925041e-01 1.16406277e-04 1.16858418e-04 1.19349752e-04
 1.08373731e-04 9.66405717e-05]","[0.   0.01 0.03 0.04 0.01 0.   0.01 0.01 0.   0.01 0.   0.   0.85 0.01
 0.02 0.   0.   0.  ]"
"[1.12655347e-04 6.95121136e-05 7.48077294e-05 1.40137760e-04
 7.72997351e-05 6.26363921e-05 1.40400957e-04 9.98195418e-01
 6.87511212e-05 6.01996877e-05 2.95258592e-04 5.81058711e-05
 9.61402748e-05 1.31363225e-04 1.18056863e-04 1.16305521e-04
 7.66582814e-05 1.06292409e-04]","[0.02 0.   0.   0.01 0.   0.   0.   0.91 0.   0.01 0.01 0.   0.   0.01
 0.01 0.02 0.   0.  ]"
"[1.13665834e-04 6.26108858e-05 1.03658804e-04 9.98252894e-01
 7.83561206e-05 8.93335556e-05 8.70409515e-05 1.28646474e-04
 4.58979463e-05 9.84199097e-05 3.36806904e-04 7.10493158e-05
 1.02341007e-04 1.33411043e-04 6.48045612e-05 9.55632900e-05
 6.03134162e-05 7.51858112e-05]","[0.   0.   0.   0.94 0.   0.02 0.   0.01 0.   0.   0.   0.   0.   0.
 0.   0.03 0.   0.  ]"
"[1.03547388e-04 7.87012021e-05 6.27032457e-05 9.32117352e-05
 5.35167556e-05 1.25935800e-04 9.31895788e-05 9.39494003e-05
 3.37427955e-05 9.98507311e-01 1.01856896e-04 1.12850982e-04
 8.85341683e-05 8.15197280e-05 8.58528615e-05 9.05749752e-05
 4.62787231e-05 1.46722363e-04]","[0.   0.   0.   0.02 0.   0.02 0.01 0.   0.   0.89 0.   0.01 0.01 0.
 0.02 0.01 0.   0.01]"
"[1.20569558e-04 1.16967110e-04 7.44489852e-05 9.11247400e-05
 4.61343408e-05 1.36077823e-04 1.45446290e-04 9.08505179e-05
 3.69458982e-05 9.42283555e-05 2.23957025e-05 1.61126961e-04
 1.10259839e-04 7.50065026e-05 9.98377868e-01 7.49072685e-05
 6.43823367e-05 1.61260028e-04]","[0.04 0.05 0.   0.02 0.01 0.02 0.03 0.01 0.   0.03 0.01 0.01 0.   0.
 0.76 0.   0.   0.01]"
"[8.52552901e-05 7.17173347e-05 1.03923732e-04 9.68263908e-05
 6.54362611e-05 2.97020966e-05 6.91329146e-05 1.15278347e-04
 2.79545824e-05 6.74990690e-05 8.39915785e-05 5.25815934e-05
 7.37600357e-05 9.98841987e-01 6.26107355e-05 8.28996944e-05
 5.02617752e-05 1.91815963e-05]","[0.   0.   0.03 0.   0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.95
 0.01 0.   0.   0.  ]"
"[8.73962475e-05 6.04872103e-05 6.51736097e-05 4.11490927e-05
 5.49772237e-05 7.75350569e-05 7.85713900e-05 6.41979785e-05
 1.28795206e-05 6.64983923e-05 2.04856924e-03 7.76211473e-05
 7.03085497e-05 6.55430528e-05 7.14326226e-05 9.96941120e-01
 5.30174465e-05 6.35225441e-05]","[0.01 0.02 0.01 0.01 0.   0.   0.   0.   0.01 0.   0.01 0.01 0.02 0.
 0.01 0.88 0.   0.01]"
